ISO,Country,Subject Descriptor,Subject Notes,Units,Scale,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
KHM,Cambodia,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,8.044,16.44,12.623,5.132,6.068,5.2,10.719,-10.192,-8.188,11.207,5.471,15.542,11.146,18.368,14.693,21.517,13.577,6.707,13.539,17.853,-3.036,-1.737,10.745,8.576,8.637,8.723,7.298,2019
CMR,Cameroon,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,6.694,12.368,0.69,-1.377,3.69,5.78,3.317,18.242,11.525,-12.502,-3.021,9.142,4.507,8.426,10.312,2.895,-0.746,1.186,2.059,22.781,-8.953,10.303,3.46,4.221,5.515,5.043,5.326,2019
CAN,Canada,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,8.447,-4.865,1.867,4.208,8.506,7.349,5.321,5.775,0.895,-12.395,13.788,5.594,3.709,2.077,2.531,0.751,0.051,4.627,3.366,0.346,-11.265,17.545,7.595,2.123,2.217,2.163,2.323,2020
CAF,Central African Republic,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,2.04,-5.424,-15.176,-23.708,7.472,1.648,0.153,8.507,-1.475,8.534,14.01,-14.626,9.402,-29.322,84.767,23.594,11.278,-2.388,0.972,8.679,-1.389,0.367,4.164,5.754,5.013,8.84,3.876,2017
TCD,Chad,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,3.11,80.288,163.557,-31.945,50.816,7.231,40.904,-4.452,12.65,3.888,17.218,8.152,-0.781,-2.33,9.249,-21.353,-10.517,5.238,8.221,4.084,3.902,13.124,1.182,2.066,0.103,2.77,-0.891,2015
CHL,Chile,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,10.324,5.292,1.743,5.653,19.207,18.445,11.816,13.786,11.707,-16.692,25.563,15.392,5.087,2.134,-6.483,-1.195,0.886,4.563,8.083,-2.345,-12.791,7.837,5.302,3.657,2.687,2.64,2.318,2020
CHN,China,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,26.059,14.691,21.91,32.584,21.194,13.385,17.693,14.901,7.545,3.117,23.094,13.422,6.591,10.647,7.774,-0.438,4.388,7.613,6.676,-3.217,-1.545,6.922,7.547,3.531,4.3,4.11,4.11,2020
COL,Colombia,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,15.145,8.74,0.329,8.17,10.272,11.902,17.682,13.859,12.51,-8.647,10.829,20.229,9.376,8.524,7.761,-1.081,-3.542,1.019,5.805,7.344,-16.036,7.756,5.906,5.162,3.542,3.549,3.299,2019
COM,Comoros,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-8.814,7.165,10.388,10.583,5.321,6.376,7.184,0.851,16.434,9.929,2.912,0.582,3.602,6.671,-5.892,-2.81,9.256,12.359,10.399,2.197,-6.102,1.941,14.499,7.595,5.942,6.292,4.628,2018
COD,Democratic Republic of the Congo,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,35.649,-50.031,-24.842,9.395,25.535,58.235,-8.154,68.286,13.776,-14.711,44.548,-1.593,-6.96,24.526,20.093,-7.321,16.98,-12.085,29.916,-13.637,4.964,29.657,8.054,6.882,6.066,2.695,2.062,2019
COG,Republic of Congo,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,4.582,8.496,6.217,4.076,-2.17,17.581,12.276,8.228,-7.95,34.151,21.024,-1.736,-12.477,4.714,32.7,34.843,-1.024,-39.637,18.693,-9.782,-12.6,11.047,5.146,9.973,1.859,-0.262,-2.216,2017
CRI,Costa Rica,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-2.356,0.01,6.13,4.544,4.812,6.946,7.816,10.088,6.659,-18.736,18.726,10.671,7.825,1.681,5.046,4.498,8.938,5.013,0.203,-0.492,-10.878,8.2,6.4,6.1,5.175,4.8,4.8,2019
CIV,CÙte d'Ivoire,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-5.98,5.211,8.06,-26.017,23.261,-7.671,4.61,5.747,-19.224,14.463,9.795,-22.343,43.662,41.138,8.354,15.083,0.46,10.253,2.334,-2.104,7.105,4.622,5.562,5.466,7.36,6.754,8.339,2018
HRV,Croatia,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-3.873,11.886,18.18,11.712,5.195,5.234,8.258,6.057,3.843,-20.342,-3.039,2.539,-2.359,3.193,3.53,9.388,6.486,8.405,7.49,6.348,-16.21,11.416,14.272,12.043,8.739,7.758,6.589,2019
CYP,Cyprus,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,12.546,-0.193,-0.355,-0.976,6.946,1.57,5.702,10.463,12.508,-15.324,10.795,-2.592,-3.633,-4.556,7.72,9.132,10.026,12.875,4.473,1.951,-5.84,0.925,6.74,6.175,5.5,4.834,4.836,2019
CZE,Czech Republic,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,14.358,11.347,4.984,9.468,25.586,12.48,11.482,12.879,3.178,-11.077,14.812,6.717,2.635,0.062,10.017,6.848,2.83,6.251,5.784,1.383,-6.073,5.933,3.666,3.1,2.7,2.3,2.3,2019
DNK,Denmark,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,13.667,2.395,6.376,-1.024,7.137,11.293,13.965,5.838,4.77,-11.944,0.541,7.444,2.709,1.471,3.897,4.561,3.662,4.183,4.757,2.44,-5.61,5.365,4.983,2.675,2.3,2.2,2.2,2019
DJI,Djibouti,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,3.548,-7.496,-1.303,18.344,5.991,12.156,20.938,15.694,8.079,-19.071,-17.986,30.176,18.99,6.645,-21.212,-6.856,-4.611,50.387,-3.071,10.067,12.102,12.128,5.004,5.777,5.69,5.69,5.823,2018
DMA,Dominica,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.397,3.707,-9.333,31.193,-2.888,-42.97,9.254,7.042,7.38,5.29,7.458,1.85,2018
DOM,Dominican Republic,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,9.59,-2.485,3.409,-18.142,-7.712,15.444,13.783,7.661,4.529,-9.564,34.614,-0.135,1.983,-4.462,5.774,18.931,8.963,-4.054,3.669,5.77,-10.43,6.938,6.908,7.619,7.692,7.725,7.723,2019
ECU,Ecuador,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,12.822,25.722,19.015,-4.06,10.877,13.162,7.88,6.117,13.429,-9.214,14.292,3.157,0.385,7.604,4.346,-7.82,-7.852,14.788,3.632,0.611,-20.379,4.085,2.179,1.248,1.631,1.997,2.282,2019
EGY,Egypt,Volume of imports of goods and services,"Percent change of volume of imports refers to the aggregate change in the quantities of total imports whose characteristics are unchanged. The goods and services and their prices are held constant, therefore changes are due to changes in quantities only. [Export and Import Price Index Manual: Theory and Practice, Glossary]",Percent change,,-1.799,7.962,-6.973,-5.928,9.614,16.467,14.528,10.623,24.087,-1.61,-7.706,-3.383,3.741,1.325,3.935,20.08,5.419,-0.356,-0.018,2.912,-0.807,-10.181,8.745,8.715,11.619,7.059,4.717,2020
